School Year,State,District Code,District Name,School Code,School Name,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,17210,Federal Way School District,3328,Woodmont K-8 School,479,122,4,62,70,13,148,60,0,255,224,60,62,2,2,35,27,35,35,8,5,78,70,37,23,0,0,25.47,0.84,12.94,14.61,2.71,30.90,12.53,0.00,53.24,46.76
2015,WA,37502,Ferndale School District,2263,Beach Elem,34,2,0,0,0,0,31,1,0,17,17,1,1,0,0,0,0,0,0,0,0,15,16,1,0,0,0,5.88,0.00,0.00,0.00,0.00,91.18,2.94,0.00,50.00,50.00
2015,WA,37502,Ferndale School District,5207,Cascadia Elementary,491,120,6,36,3,2,303,21,0,252,239,56,64,3,3,19,17,3,0,0,2,159,144,12,9,0,0,24.44,1.22,7.33,0.61,0.41,61.71,4.28,0.00,51.32,48.68
2015,WA,37502,Ferndale School District,2458,Central Elementary,336,66,7,14,5,3,210,31,0,166,170,32,34,4,3,8,6,4,1,1,2,106,104,11,20,0,0,19.64,2.08,4.17,1.49,0.89,62.50,9.23,0.00,49.40,50.60
2015,WA,37502,Ferndale School District,2607,Custer Elem,328,77,5,4,2,0,228,12,0,159,169,40,37,2,3,3,1,2,0,0,0,105,123,7,5,0,0,23.48,1.52,1.22,0.61,0.00,69.51,3.66,0.00,48.48,51.52
2015,WA,37502,Ferndale School District,4482,Eagleridge Elementary,502,80,105,11,10,0,257,39,0,259,243,40,40,60,45,6,5,4,6,0,0,128,129,21,18,0,0,15.94,20.92,2.19,1.99,0.00,51.20,7.77,0.00,51.59,48.41
2015,WA,37502,Ferndale School District,2488,Ferndale High School,"1,500",250,93,51,13,1,"1,014",78,0,781,719,127,123,57,36,24,27,5,8,0,1,532,482,36,42,0,0,16.67,6.20,3.40,0.87,0.07,67.60,5.20,0.00,52.07,47.93
2015,WA,37502,Ferndale School District,5084,Ferndale Special Services,29,5,9,0,0,0,14,1,0,20,9,3,2,6,3,0,0,0,0,0,0,11,3,0,1,0,0,17.24,31.03,0.00,0.00,0.00,48.28,3.45,0.00,68.97,31.03
2015,WA,37502,Ferndale School District,4554,Horizon Middle School,545,109,62,18,2,0,323,31,0,274,271,58,51,35,27,7,11,1,1,0,0,161,162,12,19,0,0,20.00,11.38,3.30,0.37,0.00,59.27,5.69,0.00,50.28,49.72
2015,WA,37502,Ferndale School District,4130,Skyline Elementary School,426,61,84,7,7,0,238,29,0,215,211,32,29,38,46,3,4,4,3,0,0,122,116,16,13,0,0,14.32,19.72,1.64,1.64,0.00,55.87,6.81,0.00,50.47,49.53
2015,WA,37502,Ferndale School District,3762,Vista Middle School,571,99,48,26,5,1,358,34,0,310,261,53,46,23,25,16,10,3,2,1,0,202,156,12,22,0,0,17.34,8.41,4.55,0.88,0.18,62.70,5.95,0.00,54.29,45.71
2015,WA,37502,Ferndale School District,5245,WINDWARD HIGH SCHOOL,190,19,10,3,4,0,147,7,0,87,103,12,7,6,4,1,2,1,3,0,0,64,83,3,4,0,0,10.00,5.26,1.58,2.11,0.00,77.37,3.68,0.00,45.79,54.21
2015,WA,27417,Fife School District,4582,Columbia Junior High School,580,106,9,43,22,16,317,67,0,303,277,60,46,3,6,25,18,13,9,6,10,161,156,35,32,0,0,18.28,1.55,7.41,3.79,2.76,54.66,11.55,0.00,52.24,47.76
2015,WA,27417,Fife School District,2878,Discovery Primary School,630,134,4,38,20,25,325,84,0,323,307,72,62,3,1,19,19,8,12,15,10,158,167,48,36,0,0,21.27,0.63,6.03,3.17,3.97,51.59,13.33,0.00,51.27,48.73
2015,WA,27417,Fife School District,2809,Endeavour Intermediate,577,145,4,48,22,23,245,90,0,280,297,78,67,2,2,24,24,12,10,14,9,109,136,41,49,0,0,25.13,0.69,8.32,3.81,3.99,42.46,15.60,0.00,48.53,51.47
2015,WA,27417,Fife School District,2773,Fife High School,778,144,9,58,33,28,413,93,0,410,368,76,68,7,2,31,27,17,16,14,14,218,195,47,46,0,0,18.51,1.16,7.46,4.24,3.60,53.08,11.95,0.00,52.70,47.30
2015,WA,27417,Fife School District,4557,Hedden Elementary School,529,81,3,36,19,15,308,67,0,269,260,44,37,2,1,19,17,8,11,4,11,159,149,33,34,0,0,15.31,0.57,6.81,3.59,2.84,58.22,12.67,0.00,50.85,49.15
2015,WA,27417,Fife School District,3798,Surprise Lake Middle School,558,101,6,40,21,22,310,58,0,283,275,52,49,3,3,22,18,8,13,9,13,156,154,33,25,0,0,18.10,1.08,7.17,3.76,3.94,55.56,10.39,0.00,50.72,49.28
2015,WA,3053,Finley School District,3078,Finley Elementary,396,165,1,0,0,0,211,19,0,214,182,90,75,0,1,0,0,0,0,0,0,115,96,9,10,0,0,41.67,0.25,0.00,0.00,0.00,53.28,4.80,0.00,54.04,45.96
2015,WA,3053,Finley School District,4031,Finley Middle School,208,96,2,1,1,0,102,6,0,113,95,58,38,1,1,0,1,0,1,0,0,50,52,4,2,0,0,46.15,0.96,0.48,0.48,0.00,49.04,2.88,0.00,54.33,45.67
2015,WA,3053,Finley School District,2367,River View High School,311,117,2,1,2,0,177,12,0,169,142,63,54,0,2,1,0,1,1,0,0,98,79,6,6,0,0,37.62,0.64,0.32,0.64,0.00,56.91,3.86,0.00,54.34,45.66
2015,WA,27402,Franklin Pierce School District,3180,Brookdale Elementary,478,123,10,29,25,44,160,87,0,235,243,53,70,5,5,15,14,11,14,17,27,86,74,48,39,0,0,25.73,2.09,6.07,5.23,9.21,33.47,18.20,0.00,49.16,50.84
2015,WA,27402,Franklin Pierce School District,2398,Central Avenue Elementary,428,77,2,30,21,9,220,69,0,221,207,39,38,2,0,16,14,13,8,3,6,109,111,39,30,0,0,17.99,0.47,7.01,4.91,2.10,51.40,16.12,0.00,51.64,48.36
2015,WA,27402,Franklin Pierce School District,3301,Christensen Elementary,424,109,5,26,78,30,108,68,0,204,220,48,61,3,2,14,12,38,40,14,16,47,61,40,28,0,0,25.71,1.18,6.13,18.40,7.08,25.47,16.04,0.00,48.11,51.89
2015,WA,27402,Franklin Pierce School District,2257,Collins Elementary,395,77,3,29,15,4,211,56,0,229,166,44,33,2,1,14,15,13,2,4,0,121,90,31,25,0,0,19.49,0.76,7.34,3.80,1.01,53.42,14.18,0.00,57.97,42.03
2015,WA,27402,Franklin Pierce School District,3532,Elmhurst Elementary School,412,70,5,17,50,27,152,91,0,218,194,42,28,2,3,10,7,21,29,11,16,84,68,48,43,0,0,16.99,1.21,4.13,12.14,6.55,36.89,22.09,0.00,52.91,47.09
2015,WA,27402,Franklin Pierce School District,2876,Franklin Pierce High School,"1,180",232,14,98,112,33,572,119,0,588,592,105,127,8,6,49,49,62,50,20,13,288,284,56,63,0,0,19.66,1.19,8.31,9.49,2.80,48.47,10.08,0.00,49.83,50.17
2015,WA,27402,Franklin Pierce School District,5324,Gates Open Doors Program,11,4,0,1,1,0,4,1,0,6,5,1,3,0,0,1,0,0,1,0,0,3,1,1,0,0,0,36.36,0.00,9.09,9.09,0.00,36.36,9.09,0.00,54.55,45.45
2015,WA,27402,Franklin Pierce School District,4063,Gates Secondary School,186,30,4,7,17,9,99,20,0,89,97,8,22,0,4,4,3,12,5,2,7,54,45,9,11,0,0,16.13,2.15,3.76,9.14,4.84,53.23,10.75,0.00,47.85,52.15
2015,WA,27402,Franklin Pierce School District,3000,Harvard Elementary,426,235,1,37,35,11,59,48,0,227,199,118,117,1,0,21,16,19,16,7,4,34,25,27,21,0,0,55.16,0.23,8.69,8.22,2.58,13.85,11.27,0.00,53.29,46.71
2015,WA,27402,Franklin Pierce School District,2945,James Sales Elementary,456,151,6,10,47,27,136,79,0,241,215,78,73,5,1,4,6,26,21,11,16,76,60,41,38,0,0,33.11,1.32,2.19,10.31,5.92,29.82,17.32,0.00,52.85,47.15
2015,WA,27402,Franklin Pierce School District,5129,Learning Support,84,30,1,6,8,0,34,5,0,60,24,23,7,0,1,2,4,5,3,0,0,26,8,4,1,0,0,35.71,1.19,7.14,9.52,0.00,40.48,5.95,0.00,71.43,28.57
2015,WA,27402,Franklin Pierce School District,2340,Midland Elementary,517,153,2,38,54,25,171,74,0,255,262,69,84,2,0,21,17,30,24,12,13,84,87,37,37,0,0,29.59,0.39,7.35,10.44,4.84,33.08,14.31,0.00,49.32,50.68
2015,WA,27402,Franklin Pierce School District,3300,Morris Ford Middle School,910,250,5,70,84,27,384,90,0,490,420,131,119,1,4,41,29,51,33,17,10,212,172,37,53,0,0,27.47,0.55,7.69,9.23,2.97,42.20,9.89,0.00,53.85,46.15
2015,WA,27402,Franklin Pierce School District,3401,Perry G Keithley Middle School,711,181,3,35,95,56,254,87,0,348,363,98,83,0,3,23,12,46,49,30,26,115,139,36,51,0,0,25.46,0.42,4.92,13.36,7.88,35.72,12.24,0.00,48.95,51.05
2015,WA,27402,Franklin Pierce School District,3648,Washington High School,966,170,9,76,164,104,338,105,0,518,448,85,85,7,2,47,29,87,77,60,44,177,161,55,50,0,0,17.60,0.93,7.87,16.98,10.77,34.99,10.87,0.00,53.62,46.38
2015,WA,32358,Freeman School District,3794,Freeman Elementary School,353,12,1,4,2,2,323,9,0,187,166,3,9,0,1,2,2,1,1,1,1,176,147,4,5,0,0,3.40,0.28,1.13,0.57,0.57,91.50,2.55,0.00,52.97,47.03
2015,WA,32358,Freeman School District,3192,Freeman High School,327,19,10,7,4,1,280,6,0,176,151,9,10,4,6,2,5,1,3,1,0,154,126,5,1,0,0,5.81,3.06,2.14,1.22,0.31,85.63,1.83,0.00,53.82,46.18
2015,WA,32358,Freeman School District,4593,Freeman Middle School,240,20,1,5,3,0,210,1,0,121,119,11,9,1,0,2,3,1,2,0,0,106,104,0,1,0,0,8.33,0.42,2.08,1.25,0.00,87.50,0.42,0.00,50.42,49.58
2015,WA,38302,Garfield School District,1962,Garfield at Palouse High School,26,0,2,0,0,0,24,0,0,15,11,0,0,1,1,0,0,0,0,0,0,14,10,0,0,0,0,0.00,7.69,0.00,0.00,0.00,92.31,0.00,0.00,57.69,42.31
2015,WA,38302,Garfield School District,2895,Garfield Elementary,50,1,0,0,0,0,48,1,0,28,22,1,0,0,0,0,0,0,0,0,0,27,21,0,1,0,0,2.00,0.00,0.00,0.00,0.00,96.00,2.00,0.00,56.00,44.00
2015,WA,38302,Garfield School District,2896,Garfield Middle School,26,1,0,0,0,0,25,0,0,12,14,0,1,0,0,0,0,0,0,0,0,12,13,0,0,0,0,3.85,0.00,0.00,0.00,0.00,96.15,0.00,0.00,46.15,53.85
2015,WA,20401,Glenwood School District,3047,Glenwood Elementary,35,8,3,0,0,0,19,5,0,20,15,6,2,3,0,0,0,0,0,0,0,9,10,2,3,0,0,22.86,8.57,0.00,0.00,0.00,54.29,14.29,0.00,57.14,42.86
2015,WA,20401,Glenwood School District,3048,Glenwood Secondary,33,2,0,0,0,0,25,6,0,17,16,2,0,0,0,0,0,0,0,0,0,11,14,4,2,0,0,6.06,0.00,0.00,0.00,0.00,75.76,18.18,0.00,51.52,48.48
2015,WA,20404,Goldendale School District,2856,Goldendale High School,318,35,13,4,1,2,244,19,0,184,134,23,12,10,3,3,1,1,0,2,0,135,109,10,9,0,0,11.01,4.09,1.26,0.31,0.63,76.73,5.97,0.00,57.86,42.14
2015,WA,20404,Goldendale School District,3393,Goldendale Middle School,277,47,19,3,1,0,201,6,0,149,128,20,27,6,13,3,0,1,0,0,0,114,87,5,1,0,0,16.97,6.86,1.08,0.36,0.00,72.56,2.17,0.00,53.79,46.21
2015,WA,20404,Goldendale School District,2677,Goldendale Primary School,322,37,12,2,3,0,245,23,0,163,159,19,18,5,7,1,1,1,2,0,0,121,124,16,7,0,0,11.49,3.73,0.62,0.93,0.00,76.09,7.14,0.00,50.62,49.38
2015,WA,20404,Goldendale School District,5012,Goldendale Support Service Center,9,0,0,1,0,0,8,0,0,9,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0.00,0.00,11.11,0.00,0.00,88.89,0.00,0.00,100.00,0.00
2015,WA,13301,Grand Coulee Dam School District,2802,Lake Roosevelt Elementary ,400,45,124,1,1,2,132,95,0,202,198,24,21,62,62,1,0,0,1,0,2,71,61,44,51,0,0,11.25,31.00,0.25,0.25,0.50,33.00,23.75,0.00,50.50,49.50
2015,WA,13301,Grand Coulee Dam School District,2801,Lake Roosevelt Jr/Sr High School,342,36,168,2,2,0,82,52,0,176,166,23,13,85,83,0,2,0,2,0,0,38,44,30,22,0,0,10.53,49.12,0.58,0.58,0.00,23.98,15.20,0.00,51.46,48.54
2015,WA,39200,Grandview School District,1645,Compass High School,99,93,0,0,1,0,4,1,0,58,41,54,39,0,0,0,0,0,1,0,0,3,1,1,0,0,0,93.94,0.00,0.00,1.01,0.00,4.04,1.01,0.00,58.59,41.41
2015,WA,39200,Grandview School District,1776,Contract Learning Center,59,49,0,0,1,0,8,1,0,24,35,21,28,0,0,0,0,0,1,0,0,2,6,1,0,0,0,83.05,0.00,0.00,1.69,0.00,13.56,1.69,0.00,40.68,59.32
2015,WA,39200,Grandview School District,2555,Grandview High School,841,758,0,0,0,0,78,5,0,398,443,362,396,0,0,0,0,0,0,0,0,36,42,0,5,0,0,90.13,0.00,0.00,0.00,0.00,9.27,0.59,0.00,47.32,52.68
2015,WA,39200,Grandview School District,3071,Grandview Middle School,812,751,0,1,0,0,56,4,0,393,419,363,388,0,0,1,0,0,0,0,0,28,28,1,3,0,0,92.49,0.00,0.12,0.00,0.00,6.90,0.49,0.00,48.40,51.60
2015,WA,39200,Grandview School District,2345,Mcclure Elementary School,642,610,0,0,1,0,29,2,0,336,306,319,291,0,0,0,0,0,1,0,0,16,13,1,1,0,0,95.02,0.00,0.00,0.16,0.00,4.52,0.31,0.00,52.34,47.66
2015,WA,39200,Grandview School District,3013,Smith Elementary School,610,575,1,1,0,0,32,1,0,308,302,290,285,1,0,0,1,0,0,0,0,17,15,0,1,0,0,94.26,0.16,0.16,0.00,0.00,5.25,0.16,0.00,50.49,49.51
2015,WA,39200,Grandview School District,2756,Thompson Elementary School,600,533,0,0,0,0,65,2,0,316,284,271,262,0,0,0,0,0,0,0,0,43,22,2,0,0,0,88.83,0.00,0.00,0.00,0.00,10.83,0.33,0.00,52.67,47.33
2015,WA,39204,Granger School District,3314,Granger High School,431,392,16,0,0,0,16,7,0,236,195,216,176,10,6,0,0,0,0,0,0,7,9,3,4,0,0,90.95,3.71,0.00,0.00,0.00,3.71,1.62,0.00,54.76,45.24
2015,WA,39204,Granger School District,2531,Granger Middle School,458,428,9,0,0,0,16,5,0,241,217,225,203,3,6,0,0,0,0,0,0,10,6,3,2,0,0,93.45,1.97,0.00,0.00,0.00,3.49,1.09,0.00,52.62,47.38
2015,WA,39204,Granger School District,4535,Roosevelt Elementary,634,598,18,0,1,0,10,7,0,342,292,322,276,7,11,0,0,1,0,0,0,6,4,6,1,0,0,94.32,2.84,0.00,0.16,0.00,1.58,1.10,0.00,53.94,46.06
2015,WA,31332,Granite Falls School District,5171,Crossroads High School,176,29,4,0,1,0,130,12,0,93,83,17,12,3,1,0,0,1,0,0,0,68,62,4,8,0,0,16.48,2.27,0.00,0.57,0.00,73.86,6.82,0.00,52.84,47.16
2015,WA,31332,Granite Falls School District,2580,Granite Falls High School,617,45,11,14,5,3,524,15,0,324,293,29,16,6,5,8,6,5,0,1,2,268,256,7,8,0,0,7.29,1.78,2.27,0.81,0.49,84.93,2.43,0.00,52.51,47.49
2015,WA,31332,Granite Falls School District,4113,Granite Falls Middle School,414,30,5,3,4,1,357,14,0,221,193,15,15,4,1,1,2,3,1,1,0,188,169,9,5,0,0,7.25,1.21,0.72,0.97,0.24,86.23,3.38,0.00,53.38,46.62
2015,WA,31332,Granite Falls School District,5349,Granite Falls Open Doors,16,0,2,0,0,0,13,1,0,9,7,0,0,1,1,0,0,0,0,0,0,8,5,0,1,0,0,0.00,12.50,0.00,0.00,0.00,81.25,6.25,0.00,56.25,43.75
2015,WA,31332,Granite Falls School District,4479,Monte Cristo Elementary,334,35,10,4,2,1,250,32,0,176,158,15,20,6,4,1,3,2,0,1,0,133,117,18,14,0,0,10.48,2.99,1.20,0.60,0.30,74.85,9.58,0.00,52.69,47.31
2015,WA,31332,Granite Falls School District,4330,Mountain Way Elementary,507,43,10,1,8,1,432,12,0,261,246,19,24,1,9,1,0,6,2,0,1,225,207,9,3,0,0,8.48,1.97,0.20,1.58,0.20,85.21,2.37,0.00,51.48,48.52
2015,WA,23054,Grapeview School District,2145,Grapeview Elementary & Middle School,224,14,5,3,0,0,187,15,0,111,113,6,8,2,3,3,0,0,0,0,0,95,92,5,10,0,0,6.25,2.23,1.34,0.00,0.00,83.48,6.70,0.00,49.55,50.45
2015,WA,32312,Great Northern School District,2097,Great Northern Elementary,45,0,4,3,0,0,38,0,0,28,17,0,0,2,2,2,1,0,0,0,0,24,14,0,0,0,0,0.00,8.89,6.67,0.00,0.00,84.44,0.00,0.00,62.22,37.78
2015,WA,6103,Green Mountain School District,2484,Green Mountain School,145,6,0,0,0,0,138,1,0,72,73,4,2,0,0,0,0,0,0,0,0,67,71,1,0,0,0,4.14,0.00,0.00,0.00,0.00,95.17,0.69,0.00,49.66,50.34
2015,WA,34324,Griffin School District,2406,Griffin School,653,51,15,15,11,1,505,55,0,328,325,24,27,9,6,6,9,7,4,0,1,257,248,25,30,0,0,7.81,2.30,2.30,1.68,0.15,77.34,8.42,0.00,50.23,49.77
2015,WA,22204,Harrington School District,2743,Harrington Elementary School,48,1,0,0,0,0,44,3,0,26,22,0,1,0,0,0,0,0,0,0,0,25,19,1,2,0,0,2.08,0.00,0.00,0.00,0.00,91.67,6.25,0.00,54.17,45.83
2015,WA,22204,Harrington School District,3113,Harrington High School,43,2,1,0,0,0,36,4,0,21,22,0,2,1,0,0,0,0,0,0,0,17,19,3,1,0,0,4.65,2.33,0.00,0.00,0.00,83.72,9.30,0.00,48.84,51.16
2015,WA,39203,Highland School District,4559,Highland High School,381,261,1,1,3,0,104,11,0,215,166,149,112,1,0,0,1,2,1,0,0,56,48,7,4,0,0,68.50,0.26,0.26,0.79,0.00,27.30,2.89,0.00,56.43,43.57
2015,WA,39203,Highland School District,2718,Highland Junior High School,192,134,2,1,2,0,48,5,0,102,90,71,63,1,1,1,0,1,1,0,0,24,24,4,1,0,0,69.79,1.04,0.52,1.04,0.00,25.00,2.60,0.00,53.13,46.88
2015,WA,39203,Highland School District,3072,Marcus Whitman-Cowiche Elementary,360,262,2,1,0,0,87,8,0,193,167,144,118,0,2,0,1,0,0,0,0,44,43,5,3,0,0,72.78,0.56,0.28,0.00,0.00,24.17,2.22,0.00,53.61,46.39
2015,WA,39203,Highland School District,3073,Tieton Intermediate School,269,209,1,1,1,0,53,4,0,126,143,99,110,0,1,1,0,0,1,0,0,23,30,3,1,0,0,77.70,0.37,0.37,0.37,0.00,19.70,1.49,0.00,46.84,53.16
2015,WA,17401,Highline School District,5063,Academy of Citizenship and Empowerment,434,167,5,65,89,33,45,30,0,232,202,85,82,2,3,35,30,46,43,15,18,34,11,15,15,0,0,38.48,1.15,14.98,20.51,7.60,10.37,6.91,0.00,53.46,46.54
2015,WA,17401,Highline School District,5102,Arts & Academics Academy,293,156,11,41,27,7,36,15,0,139,154,86,70,5,6,12,29,11,16,6,1,11,25,8,7,0,0,53.24,3.75,13.99,9.22,2.39,12.29,5.12,0.00,47.44,52.56
2015,WA,17401,Highline School District,2765,Beverly Park Elem at Glendale,481,220,11,50,80,23,69,28,0,249,232,105,115,7,4,28,22,48,32,11,12,39,30,11,17,0,0,45.74,2.29,10.40,16.63,4.78,14.35,5.82,0.00,51.77,48.23
2015,WA,17401,Highline School District,5028,Big Picture School,190,68,1,3,14,2,91,11,0,97,93,37,31,0,1,2,1,10,4,0,2,43,48,5,6,0,0,35.79,0.53,1.58,7.37,1.05,47.89,5.79,0.00,51.05,48.95
2015,WA,17401,Highline School District,2982,Bow Lake Elementary,707,249,3,108,152,57,91,46,1,358,349,113,136,2,1,49,59,78,74,35,22,56,35,24,22,1,0,35.22,0.42,15.28,21.50,8.06,12.87,6.51,0.14,50.64,49.36
2015,WA,17401,Highline School District,5116,Career Link,193,80,3,26,23,7,45,9,0,108,85,41,39,0,3,15,11,14,9,6,1,28,17,4,5,0,0,41.45,1.55,13.47,11.92,3.63,23.32,4.66,0.00,55.96,44.04
2015,WA,17401,Highline School District,3163,Cascade Middle School,584,257,11,133,77,28,44,34,0,293,291,136,121,3,8,67,66,34,43,13,15,24,20,16,18,0,0,44.01,1.88,22.77,13.18,4.79,7.53,5.82,0.00,50.17,49.83
2015,WA,17401,Highline School District,2926,Cedarhurst Elementary,737,300,5,146,62,33,156,35,0,361,376,138,162,3,2,74,72,31,31,15,18,83,73,17,18,0,0,40.71,0.68,19.81,8.41,4.48,21.17,4.75,0.00,48.98,51.02
2015,WA,17401,Highline School District,3098,Chinook Middle School,634,284,3,102,103,39,82,21,0,308,326,135,149,1,2,51,51,52,51,15,24,48,34,6,15,0,0,44.79,0.47,16.09,16.25,6.15,12.93,3.31,0.00,48.58,51.42
2015,WA,17401,Highline School District,1539,CHOICE Academy,126,32,1,8,3,2,73,7,0,51,75,10,22,0,1,4,4,1,2,1,1,31,42,4,3,0,0,25.40,0.79,6.35,2.38,1.59,57.94,5.56,0.00,40.48,59.52
2015,WA,17401,Highline School District,2418,Des Moines Elementary,410,91,3,46,54,3,171,42,0,211,199,50,41,2,1,29,17,29,25,1,2,82,89,18,24,0,0,22.20,0.73,11.22,13.17,0.73,41.71,10.24,0.00,51.46,48.54
2015,WA,17401,Highline School District,5064,Global Connections High School,511,204,3,108,92,17,60,27,0,288,223,106,98,2,1,66,42,50,42,12,5,40,20,12,15,0,0,39.92,0.59,21.14,18.00,3.33,11.74,5.28,0.00,56.36,43.64
2015,WA,17401,Highline School District,2844,Gregory Heights Elementary,671,192,17,53,41,28,284,56,0,361,310,104,88,14,3,23,30,19,22,13,15,161,123,27,29,0,0,28.61,2.53,7.90,6.11,4.17,42.32,8.35,0.00,53.80,46.20
2015,WA,17401,Highline School District,2699,Hazel Valley Elementary,654,347,7,92,53,23,93,39,0,332,322,169,178,4,3,55,37,28,25,10,13,49,44,17,22,0,0,53.06,1.07,14.07,8.10,3.52,14.22,5.96,0.00,50.76,49.24
2015,WA,17401,Highline School District,5101,Health Sciences & Human Services,370,119,1,100,60,20,45,25,0,159,211,49,70,0,1,45,55,22,38,11,9,21,24,11,14,0,0,32.16,0.27,27.03,16.22,5.41,12.16,6.76,0.00,42.97,57.03
2015,WA,17401,Highline School District,2325,Highline High School,"1,318",522,12,165,120,59,353,87,0,689,629,266,256,5,7,86,79,58,62,28,31,199,154,47,40,0,0,39.61,0.91,12.52,9.10,4.48,26.78,6.60,0.00,52.28,47.72
2015,WA,17401,Highline School District,5371,Highline Home School Center,14,2,0,0,0,0,12,0,0,9,5,1,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,14.29,0.00,0.00,0.00,0.00,85.71,0.00,0.00,64.29,35.71
2015,WA,17401,Highline School District,3165,Hilltop Elementary,631,342,3,98,46,42,65,35,0,337,294,168,174,1,2,54,44,28,18,24,18,44,21,18,17,0,0,54.20,0.48,15.53,7.29,6.66,10.30,5.55,0.00,53.41,46.59
2015,WA,17401,Highline School District,3278,Madrona Elementary,664,350,1,42,155,42,43,31,0,344,320,170,180,1,0,24,18,88,67,23,19,25,18,13,18,0,0,52.71,0.15,6.33,23.34,6.33,6.48,4.67,0.00,51.81,48.19
2015,WA,17401,Highline School District,3097,Marvista Elementary,640,135,12,41,84,10,320,38,0,338,302,75,60,8,4,25,16,34,50,6,4,168,152,22,16,0,0,21.09,1.88,6.41,13.13,1.56,50.00,5.94,0.00,52.81,47.19
2015,WA,17401,Highline School District,2734,McMicken Heights Elementary,546,168,1,85,123,41,95,33,0,287,259,80,88,0,1,39,46,79,44,24,17,47,48,18,15,0,0,30.77,0.18,15.57,22.53,7.51,17.40,6.04,0.00,52.56,47.44
2015,WA,17401,Highline School District,2984,Midway Elementary,628,325,4,59,82,63,52,43,0,317,311,169,156,1,3,27,32,44,38,31,32,31,21,14,29,0,0,51.75,0.64,9.39,13.06,10.03,8.28,6.85,0.00,50.48,49.52
2015,WA,17401,Highline School District,3279,Mount Rainier High School,"1,662",418,12,223,198,45,614,152,0,834,828,201,217,7,5,122,101,99,99,24,21,305,309,76,76,0,0,25.15,0.72,13.42,11.91,2.71,36.94,9.15,0.00,50.18,49.82
2015,WA,17401,Highline School District,2144,Mount View Elementary,681,399,7,117,62,21,59,16,0,345,336,203,196,4,3,57,60,31,31,11,10,30,29,9,7,0,0,58.59,1.03,17.18,9.10,3.08,8.66,2.35,0.00,50.66,49.34
2015,WA,17401,Highline School District,1972,New Start,104,60,0,2,13,5,18,6,0,64,40,34,26,0,0,1,1,10,3,5,0,11,7,3,3,0,0,57.69,0.00,1.92,12.50,4.81,17.31,5.77,0.00,61.54,38.46
2015,WA,17401,Highline School District,2983,North Hill Elementary,587,116,10,44,60,6,281,70,0,302,285,63,53,4,6,15,29,34,26,5,1,148,133,33,37,0,0,19.76,1.70,7.50,10.22,1.02,47.87,11.93,0.00,51.45,48.55
2015,WA,17401,Highline School District,3333,Pacific Middle School,651,188,6,72,67,27,238,53,0,349,302,104,84,5,1,44,28,34,33,16,11,119,119,27,26,0,0,28.88,0.92,11.06,10.29,4.15,36.56,8.14,0.00,53.61,46.39
2015,WA,17401,Highline School District,3335,Parkside Elementary,600,142,2,85,108,27,179,57,0,330,270,81,61,1,1,44,41,62,46,13,14,99,80,30,27,0,0,23.67,0.33,14.17,18.00,4.50,29.83,9.50,0.00,55.00,45.00
2015,WA,17401,Highline School District,5172,Puget Sound High School,18,7,0,5,2,0,3,1,0,8,10,3,4,0,0,1,4,1,1,0,0,2,1,1,0,0,0,38.89,0.00,27.78,11.11,0.00,16.67,5.56,0.00,44.44,55.56
2015,WA,17401,Highline School District,3553,Raisbeck Aviation High School,428,38,2,78,20,2,264,24,0,279,149,28,10,1,1,43,35,12,8,2,0,173,91,20,4,0,0,8.88,0.47,18.22,4.67,0.47,61.68,5.61,0.00,65.19,34.81
2015,WA,17401,Highline School District,3382,Seahurst Elementary School,605,326,8,46,63,16,102,44,0,293,312,153,173,7,1,18,28,35,28,9,7,47,55,24,20,0,0,53.88,1.32,7.60,10.41,2.64,16.86,7.27,0.00,48.43,51.57
2015,WA,17401,Highline School District,2842,Shorewood Elementary,462,112,8,86,42,15,162,37,0,243,219,52,60,3,5,57,29,22,20,8,7,82,80,19,18,0,0,24.24,1.73,18.61,9.09,3.25,35.06,8.01,0.00,52.60,47.40
2015,WA,17401,Highline School District,3032,Southern Heights Elementary,314,145,3,66,23,10,30,37,0,175,139,82,63,2,1,34,32,15,8,4,6,19,11,19,18,0,0,46.18,0.96,21.02,7.32,3.18,9.55,11.78,0.00,55.73,44.27
2015,WA,17401,Highline School District,2927,Sylvester Middle School,657,271,10,117,41,27,153,38,0,348,309,141,130,6,4,65,52,23,18,13,14,81,72,19,19,0,0,41.25,1.52,17.81,6.24,4.11,23.29,5.78,0.00,52.97,47.03
